#TYPE System.Management.Automation.PSCustomObject
"Folder Name","Group/User","Permissions"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\License Terms","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\License Terms","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\License Terms","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\License Terms","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\License Terms","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\License Terms","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\License Terms","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile\1033","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile\1033","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile\1033","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile\1033","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile\1033","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile\1033","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\KeyFile\1033","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Include","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Include","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Include","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Include","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Include","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Include","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Include","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x64","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x64","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x64","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x64","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x64","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x64","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x64","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x86","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x86","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x86","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x86","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x86","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x86","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\SDK\Lib\x86","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources\1033","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources\1033","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources\1033","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources\1033","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources\1033","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources\1033","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\Client SDK\ODBC\130\Tools\Binn\Resources\1033","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\Client SDK","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\Client SDK","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\Client SDK","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\Client SDK","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\Client SDK","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\Client SDK","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\Client SDK","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Include","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Include","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Include","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Include","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Include","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Include","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Include","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x64","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x64","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x64","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x64","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x64","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x64","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x64","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x86","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x86","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x86","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x86","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x86","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x86","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\110\SDK\Lib\x86","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\SDK","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\SDK","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\SDK","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\SDK","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\SDK","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\SDK","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\SDK","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\Tools","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\Tools","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\Tools","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\Tools","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\Tools","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\Tools","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\Tools","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Binn","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Binn","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Binn","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Binn","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Binn","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Binn","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Binn","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Connections","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Connections","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Connections","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Connections","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Connections","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Connections","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Connections","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\DataDumps","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\DataDumps","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\DataDumps","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\DataDumps","BUILTIN\Users","CreateFiles, AppendData, Read, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Extensions","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Extensions","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Extensions","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Extensions","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Extensions","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Extensions","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Extensions","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\ForEachEnumerators","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\ForEachEnumerators","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\ForEachEnumerators","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\ForEachEnumerators","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\ForEachEnumerators","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\ForEachEnumerators","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\ForEachEnumerators","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\LogProviders","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\LogProviders","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\LogProviders","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\LogProviders","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\LogProviders","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\LogProviders","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\LogProviders","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\MappingFiles","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\MappingFiles","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\MappingFiles","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\MappingFiles","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\MappingFiles","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\MappingFiles","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\MappingFiles","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Packages","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Packages","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Packages","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Packages","CREATOR OWNER","268435456"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Packages","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Packages","BUILTIN\Users","AppendData"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\Packages","BUILTIN\Users","CreateFiles"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\PipelineComponents","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\PipelineComponents","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\PipelineComponents","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.shared\x86\130\DTS\PipelineComponents","CREATOR OWNER","268435456"
