#TYPE System.Management.Automation.PSCustomObject
"Folder Name","Group/User","Permissions"
"\\CRDBTAFINT02\e$\ImpervaWindowsAgents","Everyone","FullControl"
"\\CRDBTAFINT02\e$\ImpervaWindowsAgents","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\ImpervaWindowsAgents","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\ImpervaWindowsAgents","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\ImpervaWindowsAgents","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\ImpervaWindowsAgents","BUILTIN\Users","CreateFiles, Synchronize"
"\\CRDBTAFINT02\e$\ImpervaWindowsAgents","BUILTIN\Users","AppendData, Synchronize"
"\\CRDBTAFINT02\e$\ImpervaWindowsAgents","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSDeploymentAgent2013","Everyone","FullControl"
"\\CRDBTAFINT02\e$\MSDeploymentAgent2013","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSDeploymentAgent2013","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSDeploymentAgent2013","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSDeploymentAgent2013","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSDeploymentAgent2013","BUILTIN\Users","CreateFiles, Synchronize"
"\\CRDBTAFINT02\e$\MSDeploymentAgent2013","BUILTIN\Users","AppendData, Synchronize"
"\\CRDBTAFINT02\e$\MSDeploymentAgent2013","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA","Everyone","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA","BUILTIN\Users","CreateFiles, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA","BUILTIN\Users","AppendData, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA","Everyone","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA","BUILTIN\Users","CreateFiles, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA","BUILTIN\Users","AppendData, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Install","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Install","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Install","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Install","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Install","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Install","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Install","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp32","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp32","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp32","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp32","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp32","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp32","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp32","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp64","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp64","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp64","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp64","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp64","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp64","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\DllTmp64","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Templates","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Templates","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Templates","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Templates","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Templates","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Templates","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Templates","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Xtp","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Xtp","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Xtp","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Xtp","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1028","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1028","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1028","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1028","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1028","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1028","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1029","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1029","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1029","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1029","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1029","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1029","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1030","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1030","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1030","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1030","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1030","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1030","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1031","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1031","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1031","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1031","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1031","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1031","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1032","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1032","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1032","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1032","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1032","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1032","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1033","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1033","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1033","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1033","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1033","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1033","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1035","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1035","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1035","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1035","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1035","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1035","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1036","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1036","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1036","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1036","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1036","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1036","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1038","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1038","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1038","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1038","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1038","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1038","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1040","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1040","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1040","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1040","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1040","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1040","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1041","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1041","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1041","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1041","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1041","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1041","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1042","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1042","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1042","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1042","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1042","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1042","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1043","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1043","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1043","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1043","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1043","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1043","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1044","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1044","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1044","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1044","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1044","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1044","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1045","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1045","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1045","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1045","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1045","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1045","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1046","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1046","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1046","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1046","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1046","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1046","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1049","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1049","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1049","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1049","BUILTIN\Administrators","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1049","BUILTIN\Users","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1049","S-1-5-80-1395653473-2855242088-790343413-2966820898-1835269325","ReadAndExecute, Synchronize"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1053","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1053","CREATOR OWNER","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1053","NT AUTHORITY\SYSTEM","FullControl"
"\\CRDBTAFINT02\e$\MSSQL13.QA\MSSQL13.QA\MSSQL\Binn\Resources\1053","BUILTIN\Administrators","FullControl"
